9.2547e+05,1.9327e+06,100.37
9.2552e+05,1.9327e+06,104.83
9.2557e+05,1.9326e+06,399.62
9.2552e+05,1.9329e+06,56.03
9.2547e+05,1.9329e+06,119.74
9.2547e+05,1.9328e+06,20.59
9.2557e+05,1.933e+06,91.64
9.2557e+05,1.9328e+06,419.78
9.2557e+05,1.9327e+06,291.85
9.2557e+05,1.9328e+06,351.9
9.2542e+05,1.9327e+06,141.44
9.2552e+05,1.9326e+06,465.7
9.2567e+05,1.9327e+06,77.02
9.2533e+05,1.9329e+06,107.98
9.2567e+05,1.9328e+06,56.93
9.2552e+05,1.9326e+06,326.86
9.2552e+05,1.9328e+06,260.39
9.2547e+05,1.9328e+06,176.83
9.2547e+05,1.9327e+06,85.5
9.2542e+05,1.9327e+06,286.07
9.2537e+05,1.9327e+06,354.67
9.2562e+05,1.9328e+06,58.39
9.2567e+05,1.9329e+06,62.01
9.2552e+05,1.933e+06,52.97
9.2542e+05,1.9328e+06,125.68
9.2567e+05,1.9329e+06,10.31
9.2542e+05,1.9329e+06,80.39
9.2537e+05,1.9329e+06,323.33
9.2562e+05,1.9329e+06,127.53
9.2552e+05,1.9327e+06,12.24
9.2552e+05,1.9329e+06,76.16
9.2562e+05,1.9329e+06,74.57
9.2562e+05,1.9328e+06,247.25
9.2547e+05,1.9326e+06,322.83
9.2547e+05,1.9329e+06,229.01
9.2537e+05,1.9328e+06,439.33
9.2552e+05,1.9328e+06,102.83
9.2537e+05,1.9327e+06,163.26
9.2542e+05,1.9328e+06,81.52
9.2428e+05,1.9316e+06,10.01
9.2423e+05,1.9317e+06,43.88
9.2418e+05,1.9317e+06,45.59
9.2409e+05,1.9318e+06,102.29
9.2423e+05,1.9316e+06,19.15
9.2433e+05,1.9316e+06,61.13
9.2418e+05,1.9317e+06,36.43
9.2413e+05,1.9317e+06,41.02
9.2414e+05,1.9318e+06,118.06
9.2416e+05,1.9342e+06,34.49
9.2421e+05,1.9343e+06,235.89
9.2421e+05,1.9342e+06,97.83
9.2416e+05,1.9343e+06,93.33
9.2426e+05,1.9344e+06,41.45
9.2426e+05,1.9343e+06,89.57
9.2421e+05,1.9343e+06,42.17
9.2431e+05,1.9344e+06,44.19
9.243e+05,1.9343e+06,104.92
9.244e+05,1.9343e+06,35.8
9.2431e+05,1.9343e+06,55.8
9.243e+05,1.9342e+06,61.97
9.2425e+05,1.9341e+06,172.04
9.2435e+05,1.9342e+06,94.81
9.2435e+05,1.9343e+06,57.94
9.2421e+05,1.9342e+06,77.76
9.2426e+05,1.9343e+06,196.7
9.2435e+05,1.9343e+06,56.57
9.2426e+05,1.9342e+06,53.78
9.2425e+05,1.9342e+06,98.51
9.243e+05,1.9342e+06,91.66
9.2498e+05,1.9332e+06,312.28
9.2503e+05,1.9332e+06,440.55
9.2493e+05,1.9332e+06,542.38
9.2503e+05,1.9331e+06,144.56
9.2513e+05,1.9332e+06,145.76
9.2503e+05,1.9333e+06,538.96
9.2508e+05,1.9332e+06,278.77
9.2503e+05,1.9332e+06,270.32
9.2508e+05,1.9332e+06,254.21
9.2498e+05,1.9332e+06,1491.6
9.2503e+05,1.9328e+06,134.84
9.2513e+05,1.9328e+06,89.71
9.2508e+05,1.9328e+06,117.5
9.2508e+05,1.9328e+06,143.69
9.2508e+05,1.9329e+06,146.9
9.2513e+05,1.9328e+06,71.3
9.2508e+05,1.9327e+06,224.44
9.2503e+05,1.9328e+06,655.34
9.2528e+05,1.9332e+06,112.43
9.2533e+05,1.9331e+06,114.61
9.2528e+05,1.9332e+06,372.65
9.2533e+05,1.9332e+06,167.9
9.2523e+05,1.9332e+06,127.73
9.2533e+05,1.9331e+06,301.59
9.2528e+05,1.9331e+06,271.46
9.2404e+05,1.932e+06,20.68
9.2314e+05,1.9307e+06,2.7
9.2329e+05,1.9309e+06,4.73
9.2319e+05,1.9309e+06,27.32
9.2309e+05,1.9309e+06,53.08
9.2314e+05,1.9309e+06,18.45
9.2315e+05,1.9312e+06,63.65
9.2324e+05,1.9309e+06,37.19
9.2324e+05,1.9308e+06,56.38
9.2319e+05,1.9307e+06,27.38
9.2334e+05,1.9307e+06,34.22
9.2334e+05,1.9308e+06,39.47
9.2354e+05,1.9317e+06,26.41
9.23e+05,1.9309e+06,18.16
9.2305e+05,1.931e+06,24.57
9.2295e+05,1.9309e+06,19.42
9.233e+05,1.9314e+06,29.2
9.2275e+05,1.9308e+06,21.76
9.2404e+05,1.9319e+06,184.9
9.2374e+05,1.9317e+06,21.89
9.2354e+05,1.9313e+06,19.8
9.2359e+05,1.9312e+06,19.58
9.2349e+05,1.931e+06,35.64
9.2364e+05,1.9318e+06,30.38
9.2389e+05,1.932e+06,7.34
