STD_YM|BLOCK_CD|X_COORD|Y_COORD|FLOW_POP_CNT_MON|FLOW_POP_CNT_TUS|FLOW_POP_CNT_WED|FLOW_POP_CNT_THU|FLOW_POP_CNT_FRI|FLOW_POP_CNT_SAT|FLOW_POP_CNT_SUN
201510|23040610401001000001|925421.625|1932661|490.23|492.28|475.37|457.64|478.98|352.47|263.67
201510|23040610401001000001|925325.125|1932867|502.36|509.08|494.19|477.89|529.23|449.89|336.82
201510|23040610401001000001|925522.3125|1932917|124.3|126.18|121.41|115.89|119.51|77.85|51.6
201510|23040610401001000001|925373.8125|1932815|154.69|156.93|151.07|144.74|150.16|99.59|66.78
201510|23040610401001000001|925571.875|1932968|181.84|180.41|170.53|175.19|191.49|164.47|115.08
201510|23040610401001000001|925470.375|1932609|523.2|525.36|507.56|488.03|508.91|374.95|281.96
201510|23040610401001000001|925519.5|1932609|541.53|543.76|525.35|505.14|526.73|388.08|291.83
201510|23040610401001000001|925568.6875|1932608|366.92|366.58|354.83|342.32|358.78|278.08|218.47
201510|23040610401001000001|925471.3125|1932712|161.25|163.42|157.15|150.69|157.31|104.5|69.8
201510|23040610401001000001|925522.6875|1932968|117.52|119.29|114.78|109.56|112.98|73.6|48.78
201510|23040610401001000001|925473.125|1932917|214.81|213.34|201.95|206.98|226.26|192.89|135.25
201510|23040610401001000001|925422.875|1932815|150.35|152.54|146.84|140.69|145.94|96.8|64.91
201510|23040610401001000001|925669.3125|1932864|24.49|24.6|23.57|23.15|25.61|18.52|12.75
201510|23040610401001000001|925520.875|1932763|762.77|768.64|745.09|719.92|781.37|640.76|486.89
201510|23040610401001000001|925519|1932557|679.91|682.72|659.58|634.2|661.32|487.26|366.4
201510|23040610401001000001|925470.8125|1932660|157.94|160.13|153.9|147.11|152.82|99.89|65.99
201510|23040610401001000001|925372.375|1932661|475.79|477.69|461.28|443.64|463.61|340.73|255.16
201510|23040610401001000001|925521.3125|1932814|218.35|216.88|205.29|210.4|229.99|196.08|137.5
201510|23040610401001000001|925669.8125|1932916|115.93|117.68|113.23|108.08|111.45|72.61|48.13
201510|23040610401001000001|925472.625|1932866|216.35|214.89|203.42|208.47|227.89|194.29|136.24
201510|23040610401001000001|925570.125|1932762|146.83|148.96|143.4|137.4|142.53|94.53|63.38
201510|23040610401001000001|925519.875|1932660|145.32|147.52|141.94|135.49|139.72|91.02|60.34
