STD_YM|BLOCK_CD|X_COORD|Y_COORD|FLOW_POP_CNT_MON|FLOW_POP_CNT_TUS|FLOW_POP_CNT_WED|FLOW_POP_CNT_THU|FLOW_POP_CNT_FRI|FLOW_POP_CNT_SAT|FLOW_POP_CNT_SUN
201601|23040610401001000001|925470.8125|1932660|146.8|145.93|146.04|139.92|129.47|83.06|56.84
201601|23040610401001000001|925422.875|1932815|614.39|614.41|609.31|589.2|582.24|464.04|349.06
201601|23040610401001000001|925620.125|1932865|8.66|8.33|8.81|8.63|8.54|6.29|4.26
201601|23040610401001000001|925472.1875|1932815|496.04|503.26|498|481.55|479.93|385.02|286.42
201601|23040610401001000001|925473.125|1932917|13.94|13.82|14.42|14.01|13.38|10.88|7.89
201601|23040610401001000001|925522.6875|1932968|111.19|110.8|110.45|105.64|97.21|61.62|42.2
201601|23040610401001000001|925522.3125|1932917|117.61|117.2|116.83|111.75|102.83|65.17|44.64
201601|23040610401001000001|925668.375|1932761|119.51|119.08|118.72|113.54|104.49|66.22|45.36
201601|23040610401001000001|925325.125|1932867|266.7|266.85|268.96|266.7|261.31|226.79|173.33
201601|23040610401001000001|925520.375|1932711|23.65|23.21|24.32|23.71|22.96|17.97|12.71
201601|23040610401001000001|925471.3125|1932712|150.8|149.9|150.62|144.52|134.12|88.43|60.97
201601|23040610401001000001|925520.875|1932763|600.03|600.03|595.05|575.42|568.62|453.17|340.9
201601|23040610401001000001|925620.625|1932916|8.4|8.1|8.55|8.37|8.29|6.1|4.13
201601|23040610401001000001|925372.8125|1932713|268.03|267.87|262.16|248.68|255.97|204.61|155.36
201601|23040610401001000001|925423.375|1932866|14.61|14.5|15.12|14.7|14.03|11.41|8.27
201601|23040610401001000001|925471.8125|1932763|23.24|22.79|23.91|23.31|22.56|17.65|12.49
201601|23040610401001000001|925519.875|1932660|137.5|137.02|136.58|130.64|120.22|76.19|52.18
201601|23040610401001000001|925571.875|1932968|223.18|229.41|229.98|226.53|218.89|175.71|127.67
201601|23040610401001000001|925422.125|1932712|373.62|373.13|366.57|348.37|346.39|258.09|191.06
201601|23040610401001000001|925422.5|1932764|382.25|388.92|389.18|379.73|361.37|271.31|194.21
201601|23040610401001000001|925372.375|1932661|389.08|388.92|381.37|362.14|360.11|268.4|199.16
201601|23040610401001000001|925568.6875|1932608|291.12|291.51|283.28|267.9|277.59|222.35|170
201601|23040610401001000001|925519|1932557|572.03|571.81|560.7|532.43|529.44|394.62|292.8
201601|23040610401001000001|925669.3125|1932864|8.4|8.09|8.55|8.37|8.29|6.1|4.13
201601|23040610401001000001|925421.625|1932661|413.58|412.93|406.6|386.76|383.94|287.09|212.36
201601|23040610401001000001|925619.1875|1932762|14.09|13.98|14.59|14.17|13.52|11|7.98
201601|23040610401001000001|925374.1875|1932867|258.23|258.38|260.42|258.23|253.01|219.57|167.83
201601|23040610401001000001|925619.6875|1932813|13.91|13.81|14.4|14|13.35|10.87|7.88
201601|23040610401001000001|925470.375|1932609|440.18|440.01|431.46|409.72|407.43|303.67|225.32
201601|23040610401001000001|925667.875|1932710|123.3|122.86|122.47|117.16|107.81|68.33|46.8
201601|23040610401001000001|925570.625|1932814|124.75|124.31|123.92|118.52|109.07|69.13|47.35
201601|23040610401001000001|925521.3125|1932814|264.67|271.54|272.79|268.5|259.28|208.27|151.32
201601|23040610401001000001|925519.5|1932609|455.6|455.43|446.58|424.07|421.69|314.3|233.22
201601|23040610401001000001|925669.8125|1932916|7.96|7.66|8.1|7.93|7.85|5.79|3.91
201601|23040610401001000001|925472.625|1932866|14.03|13.92|14.52|14.12|13.47|10.96|7.94
201601|23040610401001000001|925521.8125|1932865|13.85|13.73|14.33|13.92|13.29|10.8|7.84
201601|23040610401001000001|925569.625|1932711|378.08|377.84|371.4|353.02|350.45|262.16|194.34
201601|23040610401001000001|925373.8125|1932815|389.64|389.31|390.95|383.04|367.84|292.2|217.53
201601|23040610401001000001|925570.125|1932762|139.62|139.06|139.27|133.46|123.29|80.6|55.65
201601|23040610402001000001|924330.375|1931643|107.73|109.02|100.91|99.09|95.98|69.55|56.3
201601|23040610402001000001|924182.8125|1931645|33.31|34.63|33.58|34.57|31.07|23.56|14.14
201601|23040610402001000001|924232|1931644|107.03|105.39|97.37|97.03|86.09|43.68|31.01
201601|23040610402001000001|924232.5|1931696|144.95|146.8|135.11|132.94|128.79|93.56|76.26
201601|23040610402001000001|924280.6875|1931592|55.91|55.07|50.87|50.69|44.98|22.82|16.2
201601|23040610402001000001|924183.3125|1931696|183.73|180.92|167.15|166.56|147.8|74.98|53.22
201601|23040610402001000001|924231.625|1931593|19.1|19.85|19.25|19.83|17.81|13.51|8.11
201601|23040610402001000001|924135.125|1931799|515.7|514.54|475.81|470.77|436.15|269.07|206.88
