STD_YM|BLOCK_CD|X_COORD|Y_COORD|FLOW_POP_CNT_MON|FLOW_POP_CNT_TUS|FLOW_POP_CNT_WED|FLOW_POP_CNT_THU|FLOW_POP_CNT_FRI|FLOW_POP_CNT_SAT|FLOW_POP_CNT_SUN
201604|23040610401001000001|925325.125|1932867|299.46|317.47|348.75|328.68|333.81|292.87|193.66
201604|23040610401001000001|925667.875|1932710|173.1|177.3|158.52|161.46|166.31|104.42|76.45
201604|23040610401001000001|925571|1932865|371.7|373.63|352.23|349.91|367.73|264.06|202.46
201604|23040610401001000001|925620.125|1932865|167.58|171.64|153.45|156.3|160.99|101.09|74.01
201604|23040610401001000001|925520.375|1932711|10.52|10.49|9.84|9.76|10.65|8.14|5.81
201604|23040610401001000001|925669.8125|1932916|9.07|9.05|8.49|8.41|9.19|7.02|5.01
201604|23040610401001000001|925473.125|1932917|15.86|16.27|15.86|15.38|16.56|14.45|10.45
201604|23040610401001000001|925569.625|1932711|399.18|401.26|378.28|375.79|394.94|283.59|217.44
201604|23040610401001000001|925669.3125|1932864|172.18|176.08|157.86|160.54|165.92|105.49|77.09
201604|23040610401001000001|925423.375|1932866|252.4|259.92|249.55|247.33|272.36|225.77|165.51
201604|23040610401001000001|925372.375|1932661|245.97|243.47|239.1|233.06|249.13|196.1|153.9
201604|23040610401001000001|925620.625|1932916|198.1|196.02|192.92|187.89|200.64|158.17|124.66
201604|23040610401001000001|925520.875|1932763|648.72|666.83|673.43|653.09|675.32|531.08|379.49
201604|23040610401001000001|925422.125|1932712|400.02|402.1|379.07|376.57|395.75|284.19|217.89
201604|23040610401001000001|925619.6875|1932813|172.08|176.26|157.59|160.5|165.33|103.82|76
201604|23040610401001000001|925422.875|1932815|484.03|498.2|524.53|500.65|518.33|435.06|308.99
201604|23040610401001000001|925519.5|1932609|274.73|271.86|267.54|260.58|278.25|219.36|172.88
201604|23040610401001000001|925522.3125|1932917|165.12|169.11|151.2|154.01|158.63|99.6|72.91
201604|23040610401001000001|925571.375|1932916|162.63|166.58|148.93|151.69|156.25|98.1|71.82
201604|23040610401001000001|925570.625|1932814|388.44|390.46|368.1|365.67|384.3|275.97|211.59
201604|23040610401001000001|925472.1875|1932815|214.33|212.1|208.72|203.3|217.08|171.14|134.88
201604|23040610401001000001|925568.6875|1932608|271.17|268.34|264.07|257.2|274.66|216.51|170.65
201604|23040610401001000001|925422.5|1932764|217.3|215.03|211.61|206.1|220.08|173.5|136.74
201604|23040610401001000001|925470.375|1932609|265.44|262.66|258.48|251.76|268.84|211.94|167.04
201604|23040610401001000001|925521.8125|1932865|15.75|16.16|15.75|15.28|16.46|14.35|10.38
201604|23040610401001000001|925519|1932557|344.93|341.32|335.91|327.16|349.35|275.41|217.07
