STD_YM|BLOCK_CD|X_COORD|Y_COORD|FLOW_POP_CNT_MON|FLOW_POP_CNT_TUS|FLOW_POP_CNT_WED|FLOW_POP_CNT_THU|FLOW_POP_CNT_FRI|FLOW_POP_CNT_SAT|FLOW_POP_CNT_SUN
201610|23040610401001000001|925571.875|1932968|172.23|150.23|151.69|150.68|127.43|138.63|93.96
201610|23040610401001000001|925522.6875|1932968|127.04|112.46|116.96|113.8|92.64|73.68|52.58
201610|23040610401001000001|925522.3125|1932917|134.38|118.96|123.72|120.36|97.98|77.94|55.62
201610|23040610401001000001|925667.875|1932710|307.27|264.84|271.99|262.85|220.11|198.22|153.03
201610|23040610401001000001|925570.625|1932814|310.87|267.94|275.17|265.94|222.68|200.54|154.83
201610|23040610401001000001|925372.375|1932661|26.12|21.15|21.97|21.3|18.06|17.82|12.84
201610|23040610401001000001|925569.625|1932711|194.31|163.92|163.63|154.44|140.18|160|120.05
201610|23040610401001000001|925372.8125|1932713|238.36|198.79|202.69|195.97|167.11|169.66|133.38
201610|23040610401001000001|925374.1875|1932867|811.32|691.61|711.73|699.96|591.66|601.81|423.14
201610|23040610401001000001|925472.625|1932866|31.95|25.84|26.56|26.53|21.86|25.35|17.88
201610|23040610401001000001|925520.375|1932711|197.03|171.86|173.53|172.38|145.77|158.63|107.5
201610|23040610401001000001|925568.6875|1932608|425.38|365.05|375.21|362.68|303.95|275.54|211.65
201610|23040610401001000001|925519.875|1932660|183.29|160.26|166.66|162.07|132.65|108.98|77.87
201610|23040610401001000001|925669.8125|1932916|20.88|16.9|17.56|17.04|14.43|14.25|10.25
201610|23040610401001000001|925471.8125|1932763|32.29|26.12|26.83|26.83|22.11|25.62|18.06
201610|23040610401001000001|925472.1875|1932815|378.96|323.89|331.13|333.26|275.37|315.42|225.17
201610|23040610401001000001|925520.875|1932763|502.49|429.63|436.6|418.35|360.93|358.08|273.02
201610|23040610401001000001|925620.125|1932865|297.44|256.37|263.31|254.47|213.07|191.91|148.14
201610|23040610401001000001|925470.8125|1932660|156.39|138.42|143.96|140.06|114|90.69|64.73
201610|23040610401001000001|925325.125|1932867|583.55|497.31|505.7|485.79|417.97|418.69|317.65
201610|23040610401001000001|925471.3125|1932712|349.69|299.66|307.78|298.37|249.46|230.48|176.18
201610|23040610401001000001|925619.6875|1932813|140.06|123.97|128.92|125.45|102.11|81.23|57.98
201610|23040610401001000001|925619.1875|1932762|329.88|284.19|288.93|276.53|239.08|237.15|174.89
201610|23040610401001000001|925473.125|1932917|165.58|139.46|141.62|136.01|116.83|115.97|94.26
201610|23040610401001000001|925423.375|1932866|695.27|595.49|593.86|577.63|495.36|539.77|380.52
201610|23040610401001000001|925571.375|1932916|132.37|117.16|121.85|118.56|96.5|76.78|54.78
201610|23040610401001000001|925521.8125|1932865|200.1|173.54|173.98|169.04|139.09|129.04|100.16
201610|23040610401001000001|925521.3125|1932814|280.95|228.31|228.31|227.64|195.32|247.46|200.46
201610|23040610401001000001|925570.125|1932762|733.39|635.07|641.94|623.23|528.33|528.71|385.74
201610|23040610401001000001|925668.375|1932761|502.87|435.22|441.34|428.32|367.25|377.45|269.49
