Column       MSE            MAE            RMSE           RSE            PC             R^2            
col_707      8.52477e-03    8.43022e-02    9.23297e-02    6.01220e+00    NaN            -5.01220e+00   
col_708      2.34248e-02    1.46562e-01    1.53052e-01    8.59987e+00    7.66349e-01    -7.59987e+00   
col_709      9.17151e-04    2.71382e-02    3.02845e-02    1.19198e+00    6.61698e-01    -1.91971e-01   
col_710      9.03808e-03    7.64609e-02    9.50688e-02    2.98459e+01    -4.81975e-01   -2.88459e+01   
col_711      4.97011e-03    5.70641e-02    7.04990e-02    8.62462e+00    -7.82055e-01   -7.62462e+00   
col_712      2.41363e-01    4.91131e-01    4.91288e-01    1.54183e+03    5.05431e-01    -1.54083e+03   
col_713      5.14029e-03    7.14243e-02    7.16959e-02    1.32272e+02    NaN            -1.31272e+02   
col_714      7.91952e-02    2.77797e-01    2.81416e-01    3.28600e+01    5.69604e-01    -3.18600e+01   
col_715      7.68792e-02    2.76244e-01    2.77271e-01    1.35234e+02    NaN            -1.34234e+02   
col_716      6.65379e-02    2.55854e-01    2.57949e-01    9.82722e+01    -2.42720e-01   -9.72722e+01   
col_717      3.73309e-02    1.88563e-01    1.93212e-01    2.90816e+01    -2.04087e-01   -2.80816e+01   
col_718      2.12797e-01    4.59475e-01    4.61299e-01    1.26684e+02    NaN            -1.25684e+02   
col_719      3.71160e-02    1.92518e-01    1.92655e-01    7.05272e+02    NaN            -7.04272e+02   
col_720      2.54355e-02    1.57952e-01    1.59485e-01    5.22544e+01    NaN            -5.12544e+01   
col_721      1.57043e-01    3.94098e-01    3.96286e-01    9.07964e+01    NaN            -8.97964e+01   
col_722      2.09864e-01    4.57933e-01    4.58109e-01    1.30642e+03    NaN            -1.30542e+03   
col_723      1.43850e-01    3.78513e-01    3.79275e-01    2.48915e+02    NaN            -2.47915e+02   
col_724      5.38609e-03    7.25964e-02    7.33900e-02    9.22581e+01    8.35991e-01    -9.12582e+01   
col_725      3.03139e-02    1.69033e-01    1.74109e-01    1.74025e+01    NaN            -1.64025e+01   
col_726      3.66317e-01    6.03800e-01    6.05241e-01    2.10117e+02    NaN            -2.09117e+02   
col_727      6.49308e-02    2.54620e-01    2.54815e-01    6.54038e+02    NaN            -6.53038e+02   
col_728      9.66313e-02    3.10380e-01    3.10856e-01    3.26877e+02    NaN            -3.25877e+02   
col_729      1.09657e-01    3.30982e-01    3.31145e-01    1.01804e+03    NaN            -1.01704e+03   
col_730      1.08203e-02    9.64846e-02    1.04021e-01    1.19203e+01    -3.04912e-01   -1.09203e+01   
col_731      3.35938e-02    1.80217e-01    1.83286e-01    4.12427e+01    -1.66463e-02   -4.02427e+01   
col_732      6.02498e-02    2.45395e-01    2.45458e-01    1.92816e+03    NaN            -1.92716e+03   
col_733      3.65214e-01    6.02918e-01    6.04329e-01    2.14314e+02    NaN            -2.13314e+02   
col_734      7.70953e-02    2.75918e-01    2.77660e-01    7.99132e+01    NaN            -7.89132e+01   
col_735      1.92495e-01    4.32630e-01    4.38743e-01    3.61381e+01    NaN            -3.51381e+01   
col_736      1.24370e-03    3.22404e-02    3.52661e-02    2.17753e+01    2.97624e-01    -2.07753e+01   
col_737      8.35531e-02    2.81822e-01    2.89056e-01    1.01160e+03    6.45299e-02    -1.01060e+03   
col_738      2.03348e-01    4.40666e-01    4.50941e-01    2.14290e+02    -6.16725e-01   -2.13290e+02   
col_739      9.33197e-01    9.60445e-01    9.66021e-01    4.96846e+02    -5.54219e-01   -4.95846e+02   
col_740      2.23166e-02    1.46126e-01    1.49387e-01    2.31538e+01    NaN            -2.21538e+01   
col_741      4.32699e-01    6.49930e-01    6.57799e-01    2.75857e+01    6.69383e-01    -2.65857e+01   
col_742      1.64101e-01    4.02346e-01    4.05094e-01    2.28903e+02    8.15276e-01    -2.27903e+02   
col_743      3.56553e-02    1.86036e-01    1.88826e-01    2.07931e+01    6.26071e-01    -1.97931e+01   
col_744      1.86586e-01    4.30732e-01    4.31956e-01    1.76709e+02    NaN            -1.75709e+02   
col_745      1.57121e-01    3.90550e-01    3.96385e-01    3.79543e+02    9.41452e-02    -3.78543e+02   
col_746      2.27891e-01    4.74326e-01    4.77380e-01    6.32942e+02    -2.20754e-01   -6.31942e+02   
col_747      2.84792e-01    5.30688e-01    5.33659e-01    9.00681e+01    NaN            -8.90681e+01   
col_748      5.04280e-01    7.08353e-01    7.10126e-01    2.00496e+02    NaN            -1.99496e+02   
col_749      1.49644e-01    3.82861e-01    3.86839e-01    2.38699e+02    5.89743e-01    -2.37699e+02   
col_750      5.33856e-02    2.12667e-01    2.31053e-01    4.02766e+01    -8.68583e-01   -3.92766e+01   
col_751      2.11192e-01    4.59080e-01    4.59557e-01    4.81955e+02    NaN            -4.80955e+02   
col_752      3.43956e-02    1.74453e-01    1.85461e-01    2.35088e+02    -8.35811e-01   -2.34088e+02   
col_753      3.93184e-03    5.07093e-02    6.27044e-02    2.16617e+01    -9.03010e-01   -2.06617e+01   
col_754      3.54515e-02    1.85115e-01    1.88286e-01    1.48520e+02    2.71105e-01    -1.47520e+02   
col_755      3.39024e-02    1.77245e-01    1.84126e-01    1.36336e+01    NaN            -1.26336e+01   
col_756      2.33002e-02    1.50027e-01    1.52644e-01    2.94208e+01    NaN            -2.84208e+01   
col_757      6.64405e+00    2.57552e+00    2.57760e+00    5.36369e+03    -6.62537e-01   -5.36269e+03   
col_758      6.64666e-02    2.47184e-01    2.57811e-01    7.05381e+02    -6.32191e-01   -7.04381e+02   
col_759      5.67139e-01    7.52337e-01    7.53086e-01    5.03040e+02    NaN            -5.02040e+02   
col_760      9.49453e-02    3.08118e-01    3.08132e-01    1.13459e+04    NaN            -1.13449e+04   
col_761      4.55967e-01    6.73938e-01    6.75253e-01    2.57021e+02    NaN            -2.56021e+02   
col_762      2.51335e-01    4.97331e-01    5.01333e-01    1.34203e+02    -7.27860e-01   -1.33203e+02   
col_763      4.47371e-02    2.08649e-01    2.11511e-01    3.71915e+01    NaN            -3.61915e+01   
col_764      1.48820e-01    3.83775e-01    3.85771e-01    8.20412e+02    6.61154e-01    -8.19412e+02   
col_765      4.70356e-02    2.11319e-01    2.16877e-01    1.97624e+01    NaN            -1.87624e+01   
col_766      1.23894e+00    1.10622e+00    1.11308e+00    1.78412e+03    6.56305e-01    -1.78312e+03   
col_767      4.77126e-01    6.70729e-01    6.90743e-01    1.47888e+04    -5.32343e-01   -1.47878e+04   
col_768      6.66887e-02    2.46710e-01    2.58242e-01    1.14531e+01    NaN            -1.04531e+01   
col_769      2.85833e-01    5.22923e-01    5.34633e-01    5.72828e+01    -6.92016e-01   -5.62828e+01   
col_770      2.70762e-02    1.59027e-01    1.64549e-01    1.59071e+02    -8.23950e-01   -1.58071e+02   
col_771      1.28425e-01    3.55855e-01    3.58365e-01    9.84017e+01    7.03893e-01    -9.74017e+01   
col_772      2.41214e-02    1.50604e-01    1.55311e-01    1.67532e+01    NaN            -1.57532e+01   
col_773      1.20982e-02    1.09741e-01    1.09992e-01    2.19181e+02    NaN            -2.18181e+02   
col_774      3.34589e-02    1.72507e-01    1.82918e-01    4.62486e+01    -8.93639e-01   -4.52486e+01   
col_775      5.81422e-02    2.34974e-01    2.41127e-01    1.98463e+01    NaN            -1.88463e+01   
col_776      7.28228e-02    2.54141e-01    2.69857e-01    1.18222e+02    -8.83399e-01   -1.17222e+02   
col_777      3.70482e-02    1.77043e-01    1.92479e-01    8.23215e+00    -7.41241e-01   -7.23215e+00   
col_778      8.71755e-03    9.25598e-02    9.33678e-02    9.33705e+01    2.92013e-01    -9.23705e+01   
col_779      6.72839e-02    2.52872e-01    2.59391e-01    1.53654e+01    8.27977e-01    -1.43654e+01   
col_780      1.39819e+00    1.18171e+00    1.18245e+00    5.84586e+02    7.00653e-01    -5.83586e+02   
col_781      4.64126e-02    2.11890e-01    2.15436e-01    4.65353e+01    -6.33027e-01   -4.55353e+01   
col_782      9.27618e-03    8.98947e-02    9.63129e-02    4.17762e+00    9.42182e-01    -3.17762e+00   
col_783      2.40373e-01    4.86253e-01    4.90278e-01    4.77899e+01    8.16866e-01    -4.67899e+01   
col_784      7.65512e-02    2.71103e-01    2.76679e-01    1.84225e+01    8.64315e-01    -1.74225e+01   
col_785      3.82690e-03    4.96466e-02    6.18619e-02    2.80952e+00    NaN            -1.80952e+00   
col_786      2.45126e-01    4.94637e-01    4.95102e-01    2.75729e+02    8.73055e-01    -2.74729e+02   
col_787      7.75371e-01    8.78608e-01    8.80551e-01    6.50228e+03    -4.84356e-01   -6.50128e+03   
col_788      6.68611e-01    8.16015e-01    8.17686e-01    2.07354e+02    4.00712e-01    -2.06354e+02   
col_789      1.30086e-02    9.92906e-02    1.14055e-01    1.74279e+01    -8.14489e-02   -1.64279e+01   
col_790      4.17425e-02    2.00789e-01    2.04310e-01    4.88589e+02    -4.11916e-02   -4.87589e+02   
col_791      1.82901e-02    1.21933e-01    1.35241e-01    4.30237e+00    NaN            -3.30237e+00   
col_792      2.34505e-02    1.49043e-01    1.53135e-01    1.25644e+01    6.09062e-01    -1.15644e+01   
col_793      1.31802e-01    3.59830e-01    3.63045e-01    3.96879e+01    8.46594e-01    -3.86879e+01   
col_794      1.34142e-03    3.51267e-02    3.66254e-02    2.17862e+00    NaN            -1.17862e+00   
col_795      2.97877e-02    1.52270e-01    1.72591e-01    2.32866e+01    4.78842e-01    -2.22865e+01   
col_796      7.63373e-02    2.74538e-01    2.76292e-01    1.37688e+02    4.76410e-01    -1.36688e+02   
col_797      5.04560e-01    7.10292e-01    7.10324e-01    1.09859e+04    NaN            -1.09849e+04   
col_798      5.69738e-03    7.37903e-02    7.54810e-02    2.11564e+00    NaN            -1.11564e+00   
col_799      3.61162e-02    1.89313e-01    1.90043e-01    6.20630e+02    -7.03483e-01   -6.19630e+02   
col_800      6.07959e-01    7.77716e-01    7.79717e-01    1.56603e+02    6.78431e-01    -1.55603e+02   
col_801      5.14416e-02    2.24186e-01    2.26807e-01    3.76265e+01    7.19443e-01    -3.66265e+01   
col_802      1.31742e-02    1.14682e-01    1.14779e-01    6.70602e+01    9.55573e-01    -6.60602e+01   
col_803      3.97501e-01    6.30020e-01    6.30476e-01    4.60397e+02    6.51532e-01    -4.59397e+02   
col_804      1.89023e-03    4.32444e-02    4.34768e-02    9.37968e+01    NaN            -9.27968e+01   
col_805      1.73242e+00    1.31593e+00    1.31621e+00    1.59042e+04    5.25315e-01    -1.59032e+04   
col_806      4.58315e-02    2.08336e-01    2.14083e-01    8.17341e+02    4.50505e-01    -8.16341e+02   
col_807      1.20474e-02    9.25573e-02    1.09760e-01    7.78103e+01    -3.51566e-01   -7.68102e+01   
col_808      1.43048e-02    1.09052e-01    1.19603e-01    5.00801e+01    7.99274e-01    -4.90802e+01   
col_809      8.95402e-02    2.98620e-01    2.99233e-01    2.44325e+02    NaN            -2.43325e+02   
col_810      4.51554e-03    6.08581e-02    6.71978e-02    1.16772e+01    -5.78887e-01   -1.06773e+01   
col_811      2.65432e-01    5.14985e-01    5.15201e-01    1.19560e+03    NaN            -1.19460e+03   
col_812      2.20419e-01    4.69422e-01    4.69488e-01    3.56545e+03    NaN            -3.56445e+03   
col_813      4.02048e-02    1.83556e-01    2.00511e-01    8.43025e+01    -6.18374e-01   -8.33025e+01   
col_814      2.61140e-01    5.09498e-01    5.11018e-01    1.68367e+02    NaN            -1.67367e+02   
col_815      1.31306e-01    3.60768e-01    3.62362e-01    1.13945e+02    NaN            -1.12945e+02   
col_816      1.01091e-01    3.13744e-01    3.17948e-01    3.80607e+01    NaN            -3.70607e+01   
col_817      2.27253e-01    4.76416e-01    4.76711e-01    8.06795e+02    NaN            -8.05795e+02   
col_818      1.30648e-02    9.96358e-02    1.14301e-01    3.65315e+02    -4.88142e-01   -3.64315e+02   
col_819      1.19611e-02    1.04251e-01    1.09367e-01    4.33084e+01    -4.78738e-01   -4.23084e+01   
col_820      5.36856e-03    6.15960e-02    7.32705e-02    1.00740e+00    NaN            -7.40174e-03   
col_821      3.05379e-03    5.00039e-02    5.52611e-02    1.26337e+00    NaN            -2.63365e-01   
col_822      3.00308e-02    1.63564e-01    1.73294e-01    9.16239e+00    NaN            -8.16239e+00   
col_823      3.36926e-02    1.65681e-01    1.83555e-01    4.01689e+00    5.35782e-01    -3.01689e+00   
col_824      5.54941e-02    2.34930e-01    2.35572e-01    4.22059e+02    7.19574e-01    -4.21059e+02   
col_825      1.19690e+00    1.09137e+00    1.09403e+00    8.23034e+02    -1.99503e-01   -8.22034e+02   
col_826      3.87108e-01    6.18984e-01    6.22180e-01    3.51954e+02    5.28443e-01    -3.50954e+02   
col_827      5.22714e-01    7.14462e-01    7.22989e-01    2.09075e+02    4.46530e-01    -2.08075e+02   
col_828      4.40504e-02    1.98562e-01    2.09882e-01    9.02977e+00    3.39850e-01    -8.02977e+00   
col_829      1.07251e-02    9.82956e-02    1.03562e-01    1.59879e+00    NaN            -5.98788e-01   
col_830      1.87884e-01    4.30765e-01    4.33456e-01    5.70514e+01    5.86399e-01    -5.60514e+01   
col_831      3.49092e-02    1.68885e-01    1.86840e-01    3.73448e+00    NaN            -2.73448e+00   
col_832      1.39648e-01    3.64183e-01    3.73695e-01    1.98961e+01    NaN            -1.88961e+01   
col_833      1.86339e-02    1.24677e-01    1.36506e-01    5.28701e+00    3.79571e-01    -4.28701e+00   
col_834      6.42900e-02    2.43119e-01    2.53555e-01    8.33257e+00    5.84742e-01    -7.33256e+00   
col_835      1.71114e+00    1.30225e+00    1.30811e+00    1.41291e+03    3.76497e-01    -1.41191e+03   
col_836      5.40836e-01    7.32782e-01    7.35415e-01    1.14249e+02    4.57651e-01    -1.13249e+02   
col_837      1.44048e-02    1.19406e-01    1.20020e-01    9.80281e+01    NaN            -9.70281e+01   
col_838      3.45742e-02    1.82825e-01    1.85941e-01    3.00882e+01    NaN            -2.90882e+01   
col_839      1.53984e-01    3.80824e-01    3.92407e-01    4.10543e+02    -6.07377e-01   -4.09543e+02   
col_840      5.25398e-01    7.23132e-01    7.24843e-01    1.90033e+02    4.68899e-01    -1.89033e+02   
col_841      8.28480e-03    7.29585e-02    9.10209e-02    3.94829e+00    -6.17965e-01   -2.94829e+00   
col_842      1.07740e-03    2.91890e-02    3.28237e-02    4.13760e+00    -2.28551e-01   -3.13762e+00   
col_843      6.51568e-02    2.42880e-01    2.55258e-01    1.05666e+01    NaN            -9.56664e+00   
col_844      3.63833e-03    4.56793e-02    6.03186e-02    2.34468e+00    NaN            -1.34468e+00   
col_845      1.65791e-01    4.06637e-01    4.07175e-01    3.78730e+02    NaN            -3.77730e+02   
col_846      2.46535e-01    4.90942e-01    4.96523e-01    4.47408e+01    NaN            -4.37408e+01   
col_847      1.79956e-01    4.21050e-01    4.24213e-01    1.25191e+04    3.50790e-01    -1.25181e+04   
col_848      1.03706e-01    3.21389e-01    3.22035e-01    2.49692e+02    NaN            -2.48692e+02   
col_849      8.27296e-02    2.71007e-01    2.87628e-01    8.91038e+00    NaN            -7.91038e+00   
col_850      4.07414e-02    1.95708e-01    2.01845e-01    3.04118e+01    5.52085e-01    -2.94118e+01   
col_851      2.33947e-01    4.82387e-01    4.83680e-01    2.02825e+02    3.76991e-01    -2.01825e+02   
col_852      3.96126e-01    6.23267e-01    6.29386e-01    5.16820e+01    NaN            -5.06820e+01   
col_853      1.16958e-02    9.83044e-02    1.08147e-01    5.75572e+00    NaN            -4.75572e+00   
col_854      3.27778e-01    5.70946e-01    5.72519e-01    1.82279e+02    NaN            -1.81279e+02   
col_855      9.16298e-04    2.69563e-02    3.02704e-02    5.97500e-01    8.49199e-01    4.02500e-01    
col_856      2.34426e-01    4.79033e-01    4.84175e-01    1.37663e+03    2.99938e-01    -1.37563e+03   
col_857      4.87032e-02    2.16183e-01    2.20688e-01    7.08607e+01    8.88929e-01    -6.98607e+01   
col_858      3.17256e-03    4.53862e-02    5.63255e-02    1.99339e+01    -1.73536e-01   -1.89339e+01   
col_859      3.43767e-02    1.82644e-01    1.85410e-01    3.37735e+01    NaN            -3.27735e+01   
col_860      4.38475e-02    2.05303e-01    2.09398e-01    3.54617e+01    -3.21294e-01   -3.44617e+01   
col_861      1.28730e-01    3.58170e-01    3.58790e-01    2.89821e+02    NaN            -2.88821e+02   
col_862      8.62528e-01    9.27787e-01    9.28724e-01    4.95536e+02    NaN            -4.94536e+02   
col_863      3.47531e-01    5.86995e-01    5.89518e-01    9.52043e+01    6.51918e-01    -9.42042e+01   
col_864      1.17693e-01    3.42824e-01    3.43065e-01    7.14182e+02    NaN            -7.13182e+02   
col_865      1.10010e-01    3.29147e-01    3.31677e-01    4.93010e+01    7.95462e-01    -4.83009e+01   
col_866      3.94919e-01    6.20264e-01    6.28426e-01    3.55133e+01    6.16109e-01    -3.45133e+01   
col_867      1.08726e-01    3.27330e-01    3.29736e-01    6.87794e+01    NaN            -6.77794e+01   
col_868      1.13826e-01    3.27889e-01    3.37381e-01    1.61188e+01    6.42728e-01    -1.51188e+01   
col_869      1.09867e-01    3.24033e-01    3.31462e-01    2.25618e+01    NaN            -2.15618e+01   
col_870      1.89208e-02    1.22711e-01    1.37553e-01    4.49174e+00    NaN            -3.49174e+00   
col_871      5.19985e-03    6.38185e-02    7.21100e-02    1.19230e+00    NaN            -1.92297e-01   
col_872      2.29562e-02    1.41586e-01    1.51513e-01    7.88989e+00    NaN            -6.88989e+00   
col_873      1.17932e-01    3.34724e-01    3.43413e-01    2.38881e+01    -1.77917e-01   -2.28881e+01   
col_874      1.76151e-02    1.23119e-01    1.32722e-01    2.23065e+00    NaN            -1.23065e+00   
