X|Y|Origin|Predict
923848.3125|1932726|62.82|53.21
923895.6875|1932521|21.28|13.29
923063.3125|1932939|47.52|36.67
923212.8125|1933143|57.22|45.47
922831.3125|1934431|20.84|12.90
923260.125|1932937|63.32|51.08
922918.6875|1933249|0|-5.16
923120.125|1933761|72.18|63.99
923031.3125|1934789|15.08|8.51
923607.625|1933294|25.85|26.86
922341.875|1934692|18.81|12.85
923068.625|1933504|32.74|26.43
922736.1875|1934791|16.96|11.04
921997.8125|1934696|19.85|13.85
923746.1875|1932317|58.23|47.08
923670.875|1934834|2.97|-2.42
923818.375|1934833|3.01|-2.39
921328.8125|1936756|1.84|-3.48
923817.875|1934781|2.97|-2.41
923558.375|1933294|26.06|18.49
922829.875|1934277|5.6|-0.05
923168.8125|1933709|9.34|3.32
923179.625|1934890|3.06|-2.39
923993.625|1932468|32.35|27.06
923744.3125|1932111|116.77|109.84
921455.5|1934547|24.17|16.83
923799.625|1932778|85.95|72.60
924259.125|1934623|1.04|-4.22
923997.3125|1932879|9.04|3.05
924046.375|1932879|8.8|2.85
922785.875|1934842|3.85|-1.67
922668.5|1932789|25.74|18.23
923149.375|1931603|2.54|-2.82
923202.875|1932065|2.05|-3.26
922763.125|1932377|3.38|-2.04
922554.5|1931095|2.54|-2.81
921969.375|1931665|2.66|-2.72
923214.375|1927955|7.45|2.69
921889.125|1928327|6.62|1.80
921889.625|1928378|6.64|1.83
923113.5|1927699|7.51|2.74
921228.625|1936552|5.54|-0.35
922757.875|1931812|47.79|40.83
923260.625|1932989|275.49|306.77
923376.375|1934888|14.09|10.18
923215.125|1933400|64.4|62.07
921701.8125|1934596|22.03|14.81
923899.375|1932931|97.49|90.06
923210.375|1932886|110.14|103.20
921985.125|1928069|13.77|8.23
922800.375|1931092|23.45|17.76
922082.625|1927966|13.81|8.24
922034.8125|1928120|13.82|8.27
922918.125|1927855|18.47|12.83
922163.3125|1931355|25.25|19.54
922071.1875|1932024|31.73|25.96
922712.875|1932275|31.7|25.91
923104.125|1932014|21.96|16.28
923362.6875|1933399|12.33|7.72
923566.3125|1928774|17.66|12.05
922671.125|1927755|18.32|12.68
922213.875|1931509|30.01|24.24
922956.375|1932016|55.91|47.15
921921.3125|1931768|30.6|24.83
923104.5|1932066|36.14|30.16
923249.3125|1931756|19.6|13.95
922510|1931609|98.3|88.14
923960.3125|1934215|8.51|2.45
923124.375|1934223|10.06|3.87
923114.375|1933144|78.08|65.87
923117.8125|1933504|57.13|49.18
923017.5|1933299|24.32|16.80
922972.625|1933762|55.6|47.68
922974.5|1933967|5.11|-0.60
923022.3125|1933813|18.18|11.22
922870.375|1933352|52.6|44.74
923460.625|1933346|6.12|0.30
922974.875|1934019|5.17|-0.56
922777.3125|1933918|15.32|8.60
922761.1875|1932171|22.37|15.01
922873.8125|1933711|23.96|16.49
922920.125|1933403|24.61|17.06
921800.625|1934646|16.27|9.48
922922.5|1933660|28.03|20.19
923217.5|1933657|30.1|22.11
922243.625|1934693|15.26|8.56
924307.6875|1934572|2.59|-2.97
923267.1875|1933708|20.9|15.23
922563.125|1932019|19.13|13.49
922614.625|1932276|20.18|14.53
922813.3125|1932479|21.42|15.76
921970.875|1931819|19.37|13.74
923500.8125|1932370|25.78|20.02
922953.625|1931707|15.82|10.23
922609.3125|1931711|18.32|12.70
921821.875|1931666|16.22|10.64
923499.375|1932216|68.94|58.79
923850.1875|1932932|89.51|75.56
923605.6875|1933088|109.57|113.77
923016.625|1933196|72.58|71.86
922709.125|1931864|33.21|23.91
922514.3125|1932071|35.77|26.21
923653.875|1932985|57.8|46.13
922562.625|1931968|34.76|25.31
923112.625|1932939|110.48|102.15
923997.8125|1932931|106.96|86.92
922777.8125|1933969|60.68|53.76
923004.8125|1931912|25.83|21.27
923706.5|1933344|57.56|48.16
923209.875|1932835|56.72|45.02
924047.375|1932981|42.03|30.00
921771.8125|1931564|25.56|18.14
923130.125|1934839|14.6|8.07
923603.3125|1932831|41.35|46.67
923067.125|1933350|29.09|30.98
922415.875|1932072|27.61|29.08
923602.375|1932729|36.99|41.07
924094.3125|1932724|25.43|26.31
921869.875|1936803|2.34|-2.98
923965.375|1934780|3.6|-1.80
923817.375|1934730|2.59|-2.75
923328.125|1934991|3.98|-1.44
921652.125|1934545|6.37|0.79
923023.1875|1933915|1.19|-4.11
923279|1934992|3.11|-2.36
923311.625|1933194|50.94|41.71
923179.1875|1934839|3.06|-2.41
923031.8125|1934840|3.22|-2.25
923310.1875|1933040|369.63|391.73
923412.8125|1933501|40.36|32.20
923305.5|1932526|9.22|3.22
923166.375|1933452|70.79|57.45
923020.8125|1933659|120.65|116.04
922683.3125|1934381|4.36|-1.22
923505|1932832|11.2|5.03
923754.1875|1933190|8.96|3.00
923996.8125|1932828|7.54|1.68
923649.8125|1932523|8.05|2.14
922928.6875|1934327|3.62|-1.89
924013.625|1934677|2.97|-2.47
924144.875|1932878|7.96|2.05
924291.375|1932774|32.74|23.80
923455.875|1932833|73.35|61.06
922830.8125|1934380|3.98|-1.55
923319.125|1934015|3.06|-2.41
924208.375|1934470|3.94|-1.60
921898.5|1934594|2.27|-3.06
921602.625|1934494|2.36|-2.99
921822.375|1931718|2.68|-2.71
923747.125|1932419|3.62|-1.82
923198.125|1931551|2.45|-2.93
922270.3125|1932279|3.29|-2.13
923627.1875|1930057|1.01|-4.26
923000.5|1931450|2.66|-2.71
922511.375|1931763|2.83|-2.56
923411.1875|1927953|26.1|21.00
923312.8125|1927954|7.47|2.71
921843.3125|1928687|23.67|18.54
921887.1875|1928122|5.53|0.65
921984.6875|1928018|5.53|0.65
923313.3125|1928006|7.45|2.69
922375.875|1927757|7.18|2.40
922621.5|1927704|7.34|2.57
921751.375|1934646|19.19|11.62
924142.5|1932621|60.95|51.17
923601.375|1932626|77.87|81.29
923400.125|1932114|57.82|46.17
924160.6875|1934624|12.8|8.76
922960.3125|1932426|36.59|35.37
923557.125|1933140|105.41|119.53
922808.5|1931966|27.95|22.18
923347.125|1931704|15.53|9.95
922120.875|1932075|31.36|25.60
922269.8125|1932227|88.34|79.64
923303.125|1932269|29.86|24.10
923051.125|1931604|23.42|17.70
922904.875|1931759|42.05|36.19
923007.125|1932169|80.33|78.82
923006.1875|1932066|24.35|18.64
923450.6875|1932268|86.63|80.68
922601.6875|1930889|24.25|18.54
922611.3125|1931916|29.68|23.93
922612.1875|1932019|30.01|24.25
921967.125|1931408|25.61|19.88
922857.625|1931965|27.2|21.46
921553.8125|1934546|22.82|17.10
922163.8125|1931406|25.4|19.65
922968.3125|1927957|18.49|12.85
922951.8125|1931502|25.25|19.54
924194|1932877|32.69|26.90
923496.125|1931856|8.17|2.75
922391.625|1934743|14.74|8.09
922873.3125|1933660|57.58|49.61
923218.875|1933811|17.87|10.93
922731.375|1934278|14.2|7.59
923116.3125|1933350|64.04|48.94
923314.875|1933553|34.96|33.03
924059.5|1934317|9.52|3.34
923021.8125|1933761|60.21|52.19
922979.1875|1934481|12.83|6.35
923016.125|1933145|27.23|19.48
923408.625|1933039|310.82|328.96
923359.875|1933091|386.53|384.25
922244.125|1934745|15.17|8.46
923024.625|1934070|4.75|-0.93
921631.375|1932336|19.96|12.85
922618.8125|1932738|21.98|14.66
922860.5|1932273|22.88|15.48
922910.1875|1932324|23.38|15.96
923171.125|1933965|5.38|-0.35
922879.875|1934379|52.94|41.54
922194.375|1934694|15.39|8.68
921979.125|1932692|20.86|13.65
922957.875|1932170|19.89|12.78
922875.1875|1933865|61.6|48.57
922145.3125|1934694|15.52|8.76
923998.1875|1932982|103.46|86.32
922862.875|1932530|21.96|16.26
923102.125|1931809|12.19|6.71
922611.6875|1931967|53.1|43.76
922856.1875|1931811|16.83|11.23
922652.8125|1931094|15.39|9.85
922904.5|1931708|16.34|10.76
922021.625|1931973|19.98|14.33
921406.3125|1934547|58.79|51.27
922018.6875|1931665|16.11|10.55
922857.1875|1931914|16.96|11.36
923744.8125|1932162|34.74|28.88
923197.6875|1931500|15.95|10.36
923801.5|1932984|47.79|37.03
923803.375|1933189|185.18|168.36
922719.625|1932994|36.65|27.01
922758.3125|1931863|32.56|23.36
923554.6875|1932883|60.71|48.82
923555.125|1932935|64.94|52.73
923205.3125|1932321|34.38|24.98
923548.125|1932164|50.8|39.77
923309.6875|1932988|204.71|215.20
923358|1932885|134.98|119.53
923358.375|1932936|143.15|127.60
923700.8125|1932728|125.32|124.14
923371.1875|1934323|18.7|11.09
923849.8125|1932881|92.43|78.31
923750.375|1932779|41.78|31.59
923607.125|1933242|30.46|23.86
923316.8125|1933759|33.88|21.52
922778.3125|1934020|57.56|50.63
922975.875|1934121|23.89|14.88
922876.625|1934020|17.39|8.39
923219.875|1933914|12.62|4.64
923508.8125|1933243|48.74|33.49
923608.5|1933396|53.8|39.89
923805.3125|1933395|83.23|65.62
924094.6875|1932776|34.88|25.34
923645.5|1932061|54.67|43.16
923603.8125|1932883|56.92|45.22
923749.5|1932676|40.66|30.49
923505.875|1932935|69.34|56.62
923251.625|1932013|18.72|11.04
923867.125|1934781|10.85|4.65
924158.875|1934419|24.26|16.96
923071.375|1933812|21.69|21.62
922419.3125|1932431|24.88|25.61
923114.875|1933196|33.88|37.08
923175.375|1934428|15.61|9.73
924210.8125|1934727|3.26|-2.13
922979.6875|1934532|4.95|-0.54
923572.625|1934835|2.97|-2.38
924062.8125|1934676|3.98|-1.46
923326.6875|1934837|3.67|-1.73
921505.1875|1934597|6.39|0.82
921652.625|1934596|25.24|18.00
923068.125|1933453|20.03|13.52
923415.125|1933758|4.99|-0.64
923424.625|1934785|2.48|-2.92
922341|1934590|4.41|-1.17
924309.625|1934777|2.59|-2.82
924259.875|1934726|2.23|-3.17
922974|1933916|2.05|-3.30
924043.125|1932519|34.15|26.94
922973.5|1933865|35.19|24.44
923178.3125|1934736|3.04|-2.42
922976.375|1934173|2.66|-2.75
922976.8125|1934224|3.02|-2.43
923606.1875|1933140|10.84|4.71
923462|1933501|54.07|47.51
922880.875|1934482|3.89|-1.66
923459.1875|1933192|12.55|6.27
923250.1875|1931859|10.78|5.26
923201|1931859|1.4|-3.89
922619.8125|1932840|3.15|-2.28
923297|1931601|2.36|-2.99
922483.8125|1928784|5.69|0.80
923508.625|1927850|7.52|2.75
921988.5|1928429|6.82|2.02
922463.3125|1931866|28.15|19.57
923948.625|1932931|48.2|40.60
923456.3125|1932884|128.88|117.98
923893.8125|1932315|60.97|54.26
923449.3125|1932114|84.51|74.78
922982.5|1934841|16.58|12.95
924060.875|1934471|19.75|16.45
922978.3125|1934378|18.7|15.30
921996.8125|1934593|107.12|93.87
923264.8125|1933451|76.23|74.24
924042.6875|1932468|113.56|102.71
923262.875|1933246|71.03|77.01
923545.8125|1931907|17.53|12.58
923745.3125|1932214|53.42|47.72
922035.3125|1928172|13.82|8.28
921985.625|1928121|13.81|8.24
922719.875|1927703|18.34|12.69
923546.3125|1931959|44.08|36.87
923054.8125|1932015|23.51|17.79
923251.125|1931961|33.44|27.07
923349.5|1931961|8.1|2.69
923315.375|1933605|55.73|49.65
923005.1875|1931964|43.51|35.00
923201.875|1931962|15.98|10.38
923400.5|1932166|62.95|53.90
922807.625|1931863|27.5|21.75
922661.875|1932070|30.02|24.27
922718.125|1932840|59.58|52.17
922568.8125|1932635|22.3|14.95
923202.375|1932013|13.55|7.01
922824.625|1933712|49.28|49.20
923018.875|1933453|56.48|48.55
921722.625|1931565|64.15|54.14
923119.625|1933709|71.08|58.15
923123.375|1934120|18.94|10.45
924407.375|1934725|53.87|43.39
923961.1875|1934318|8.14|2.11
922970.1875|1933505|130.43|133.66
923278.125|1934889|10.1|3.87
922967.8125|1933248|67.39|51.87
922776.875|1933866|65.84|59.10
922680.875|1934124|79.02|66.39
923163.625|1933144|33.53|25.27
923024.125|1934018|2.92|-2.56
921554.3125|1934597|16.69|9.85
922669|1932840|22.79|15.40
922823.6875|1933609|24.97|17.40
922879|1934276|12.38|5.94
922916.3125|1932992|26.62|18.92
922924.375|1933865|13.64|7.08
922921.125|1933506|98.01|89.06
922874.3125|1933763|58.27|43.91
923230.8125|1935095|11.29|4.96
923279.875|1935095|11.11|4.80
922019.1875|1931716|18.97|11.90
923612.3125|1933807|28.98|21.90
922564.875|1932225|20.02|14.35
923001.875|1931604|16.34|10.76
923098.375|1931398|16.9|11.30
922952.6875|1931605|16.31|10.75
921970.375|1931768|19.3|13.66
921971.875|1931922|19.96|14.31
921723.125|1931616|16.2|10.61
923248.8125|1931705|9.32|3.91
923751.375|1932881|47.43|36.71
923309.3125|1932937|136.42|120.94
923604.8125|1932986|62.23|50.20
923065.3125|1933145|44.87|34.40
922768.8125|1932993|37.53|27.79
923266.8125|1933656|71.01|70.13
922863.8125|1932633|28.85|22.32
924143.375|1932724|35.68|26.04
922683.375|1929090|8.14|5.29
923703.1875|1932985|58.66|41.60
923653.5|1932934|61.72|44.12
924095.625|1932878|95.44|76.50
923027.5|1934378|21.44|11.60
922284.625|1933820|34.7|22.16
922681.375|1934175|25.31|14.68
923658.1875|1933447|30.76|19.02
923750.875|1932830|79.6|79.73
923112.125|1932887|53.73|42.30
923995.875|1932725|59.24|57.18
923210.875|1932938|58.59|46.75
923156|1932322|35.89|26.23
923996.375|1932776|37.67|27.83
923078.875|1934634|19.75|11.94
924059.875|1934368|16.27|9.60
924096.125|1932930|42.82|34.25
922869.5|1933249|28.55|30.27
922966.375|1933094|32.04|34.73
923994.875|1932622|19.51|18.89
922732.375|1934380|17.39|16.22
922785.375|1934791|15.91|14.41
922971.625|1933659|39.08|32.65
922971.125|1933608|38.83|32.40
923414.1875|1933655|22.18|16.10
921947.6875|1934593|20.27|14.27
922879.375|1934328|16.18|10.30
923513.375|1933757|28.12|19.70
924014.125|1934728|3.83|-1.58
923964.875|1934729|20.02|11.06
922687.125|1934792|5.2|-0.30
922096.625|1934746|10.4|4.49
923373.125|1934529|6.68|1.00
923018.5|1933402|7.16|1.33
923032.1875|1934891|3.22|-2.25
922292.8125|1934693|19.53|12.49
924260.375|1934777|2.63|-2.80
922584.5|1934330|4.55|-1.03
923080.375|1934788|3.17|-2.29
923165|1933298|31.39|23.43
923118.3125|1933555|48.46|41.58
923411.375|1933347|10.85|6.12
923069.5|1933607|147.8|138.37
923994|1932520|13.12|10.13
923705.5|1933241|8.26|2.33
924060.375|1934420|3.89|-1.66
923350.375|1932063|4.14|-1.43
923300.8125|1932012|3.13|-2.35
923910.625|1934164|3.42|-2.06
923416.625|1933912|4.05|-1.49
923328.625|1935043|3.06|-2.39
922782.125|1934431|4.01|-1.54
922928.1875|1934276|3.42|-2.06
924110.625|1934522|3.62|-1.89
924308.125|1934623|0.68|-4.55
922193.375|1934591|2.18|-3.14
922078.3125|1927503|1.8|-3.51
922673|1927960|1.89|-3.43
921799.6875|1934543|2.32|-3.03
922686.625|1934741|1.93|-3.39
922407.8125|1931199|2.59|-2.76
923247.375|1931551|2.66|-2.72
923298.875|1931807|0.76|-4.49
922121.375|1932126|3.26|-2.16
922949.375|1931245|2.54|-2.82
924045.875|1932827|3.55|-1.91
922700.625|1930939|2.47|-2.89
922899.8125|1931194|2.47|-2.90
923297.375|1931653|2.05|-3.27
923648.8125|1932420|4.1|-1.37
921936.875|1928172|19.31|14.13
921938.3125|1928326|6.7|1.89
921888.1875|1928224|5.53|0.65
922719.375|1927652|7.36|2.60
922039.625|1928634|7.04|2.23
922034.3125|1928069|5.54|0.67
923509.625|1927952|7.47|2.71
922572.3125|1927704|7.31|2.54
921935.875|1928070|5.53|0.65
923993.125|1932417|15.19|8.84
923361.8125|1933296|80.46|73.64
923258.6875|1932783|100.58|91.72
923948.125|1932880|40.72|33.33
923657.8125|1933396|27.76|25.38
924012.6875|1934574|17.14|13.56
924112|1934676|14.69|10.83
924210.3125|1934675|10.82|6.61
923017.125|1933248|79.87|75.89
922095.625|1934643|20.99|13.85
921948.1875|1934645|41.49|33.93
921849.3125|1934594|21.76|14.56
923261.125|1933040|380|414.47
922279.375|1927964|17.66|12.02
922869.875|1927958|18.41|12.79
921887.6875|1928173|13.75|8.21
922722.3125|1927960|18.34|12.71
922812.8125|1932428|93.08|84.35
923002.375|1931656|24.48|18.78
923150.8125|1931757|17.62|12.00
923053.875|1931912|21.76|16.07
922955.125|1931861|40.12|34.27
923106.375|1932271|28.58|22.82
922614.125|1932224|31.55|25.76
923009.875|1932477|34.67|28.90
923101.6875|1931757|55.55|47.42
923451.625|1932371|131.53|120.17
923398.1875|1931909|2.9|-2.38
922469.375|1932534|29.3|23.54
922662.375|1932121|30.47|24.71
922806.625|1931760|27.4|21.65
922419.8125|1932483|28.94|23.18
922021.125|1931921|31.57|25.81
922362.5|1931610|29.88|24.12
923052.875|1931809|34.96|29.14
922198.1875|1929814|16.4|10.81
922750.3125|1930990|23.54|17.83
922961.6875|1932580|34.83|29.03
923695.1875|1932112|54.83|49.16
923522.875|1934784|7.45|1.51
923169.6875|1933811|49.12|36.01
923113|1932990|141.19|121.27
923310.6875|1933091|50.6|41.20
923608.125|1933345|49|35.90
922973.125|1933813|18.23|11.24
922825.125|1933763|20.54|13.34
922825.625|1933815|65.97|57.27
923066.625|1933299|25.24|17.65
923360.375|1933142|65.93|55.28
922320.375|1932381|20.5|13.32
923556.125|1933037|45.18|36.09
922878.5|1934225|11.79|5.40
923268.625|1933862|13.54|6.99
922924.875|1933916|23.89|16.52
922872.3125|1933557|26.5|18.80
922320|1932330|23.6|16.15
923365.625|1933707|52.15|38.61
923705.125|1933190|30.38|22.39
921077.8125|1936194|6.43|0.57
922671.375|1933097|63.11|48.12
923129.625|1934788|10.71|4.43
923949.875|1933085|74.36|67.84
923944.3125|1932469|19.46|15.75
923148|1931449|16.74|11.18
923003.3125|1931758|14.76|9.23
922799.875|1931041|14.6|9.06
923150.3125|1931706|11.97|6.49
922906.875|1931965|16.61|11.02
922015.8125|1931356|16.04|10.47
922114.1875|1931356|15.97|10.39
922465.625|1932123|19.84|14.19
923451.1875|1932319|169.2|169.95
921771.3125|1931513|14.56|9.03
923200.125|1931756|9.43|4.01
921820.375|1931512|14.56|9.03
923602.875|1932780|146.45|141.58
923701.8125|1932831|95.69|81.43
923851.125|1933035|82.01|82.39
923555.625|1932986|121.07|127.15
923302.625|1932218|57.53|55.34
924145.3125|1932929|146.68|132.89
922670.875|1933045|36.56|26.93
923898|1932777|39.1|29.19
923794.875|1932265|52.02|40.86
922869|1933198|38.12|28.32
923203.375|1932116|4.03|-1.70
923605.3125|1933037|117.5|115.29
922728.625|1933970|26.24|15.39
923719.625|1934782|11.57|3.83
923756.125|1933395|79.79|62.55
922965.875|1933043|42.26|31.93
923259.625|1932886|62.51|50.34
923649.3125|1932471|43.4|32.96
923701.3125|1932779|43.83|33.34
923504.5|1932781|55.67|44.06
923457.3125|1932987|138.33|147.78
923209|1932732|48.35|37.42
924143.875|1932775|31.55|22.36
921750.875|1934595|22.39|15.22
922868.625|1933146|33.53|25.55
923964|1934626|13.72|7.24
923702.6875|1932933|45.38|36.68
923753.8125|1933138|38.2|42.62
923361.3125|1933245|34.38|37.70
923228.375|1934838|12.28|9.88
923894.3125|1932367|21.2|21.02
922670.375|1932994|41.22|31.50
923803.875|1933241|129.73|128.54
923852.5|1933189|106.76|96.83
923853|1933240|44.17|33.77
923902.6875|1933291|137.57|119.44
923903.125|1933342|90.07|71.79
923853.375|1933291|165.67|151.93
923854.375|1933394|162.76|144.27
923902.1875|1933240|113.04|96.67
923756.625|1933446|73.35|57.54
923757|1933498|96.95|79.43
923609|1933448|28.71|20.07
923561.3125|1933602|75.74|64.46
923560.3125|1933500|17.53|11.92
923511.125|1933500|22.41|19.12
923609.875|1933551|63.74|51.39
923510.625|1933449|12.08|5.27
923559.875|1933448|27.07|24.27
923559.375|1933397|42.23|30.04
923609.375|1933499|47.14|34.74
923658.6875|1933499|57.8|43.39
923560.8125|1933551|117.81|108.98
924006.1875|1933855|6.73|0.94
923660.125|1933653|109.91|95.27
923955.625|1933702|48.31|38.24
923855.8125|1933548|23.9|17.61
923806.6875|1933549|134.73|118.83
923611.3125|1933705|102.2|87.00
924250.625|1933699|170.84|161.86
924152.3125|1933700|245.14|232.49
924300.3125|1933750|40.05|31.34
924298.8125|1933596|90.83|79.85
924251.125|1933750|131.06|116.25
923953.1875|1933445|109.28|89.10
923757.5|1933549|55.08|45.83
923757.875|1933601|86.69|72.07
923905.5|1933599|73.73|57.30
923903.625|1933394|93.26|74.55
923758.875|1933703|31.25|19.40
923707.875|1933498|23.8|17.68
924104.125|1933803|58.88|47.69
924149.5|1933392|196.6|178.06
924151.375|1933597|9.77|3.71
924005.6875|1933804|87.34|70.64
923659.625|1933601|79.4|64.14
923810.375|1933960|30.24|25.45
924400.375|1933954|46.33|37.18
924052.875|1933598|46.78|36.13
924105.375|1933957|109.33|95.02
924302.125|1933955|83.32|69.80
924051.125|1933392|115.18|94.46
923759.8125|1933806|75.49|62.25
924051.625|1933444|62.08|44.41
924102.625|1933649|47.02|36.21
924351.8125|1934006|66.29|56.60
924252.125|1933853|58.99|49.58
924153.3125|1933802|61.38|50.00
923908.3125|1933907|30.64|21.93
923957.875|1933958|5.63|-0.06
923809|1933805|70.9|60.88
924103.125|1933700|196.81|192.82
924252.5|1933904|66.96|70.59
923905.875|1933651|103.12|88.12
924104.875|1933906|88.29|77.60
924056.3125|1933957|94.48|80.80
923709.3125|1933652|114.86|98.21
924004.3125|1933650|89.91|72.94
923955.125|1933650|113.92|96.79
923759.375|1933755|25.72|14.98
924349|1933698|55.91|46.64
923957.375|1933907|27.38|19.84
923956|1933753|41.18|31.47
924054.375|1933752|53.68|42.91
924101.6875|1933546|111.17|104.31
924101.3125|1933495|74.16|62.35
924052|1933495|123.62|108.93
923661.5|1933807|56.92|43.93
923854.875|1933446|6.32|0.57
923956.875|1933856|52.61|42.66
923857.6875|1933754|196.38|182.40
924300.6875|1933801|43.24|34.29
924200.875|1933648|109.21|93.64
924003.8125|1933598|95.47|76.63
923511.625|1933551|35.59|27.44
924054.8125|1933803|144.52|129.39
923807.125|1933600|34.27|21.82
923809.5|1933857|17.28|10.52
924053.375|1933649|54.7|43.84
924349.875|1933801|12.73|6.45
923610.875|1933653|33.5|21.86
923709.8125|1933704|151.31|141.47
923760.3125|1933857|18.16|11.35
923708.375|1933550|110.99|97.08
924055.8125|1933906|75.53|68.98
924249.3125|1933545|193.36|183.77
924301.1875|1933852|175.16|163.61
924104.5|1933854|89.78|71.71
923610.375|1933602|109.58|92.34
924056.6875|1934009|110.45|90.19
923858.125|1933805|76.3|61.53
923561.8125|1933654|27.95|16.75
923906.875|1933753|99.43|83.20
923954.125|1933547|91.46|77.88
923859.125|1933908|19.04|12.13
924002.875|1933496|61.94|50.41
923710.3125|1933755|85.07|70.63
923611.8125|1933756|51.62|38.40
923462.875|1933603|26.5|18.16
923809.875|1933908|38.03|27.26
923954.625|1933599|102.24|92.65
923953.6875|1933496|203.22|194.49
924150.375|1933494|188.89|174.38
924351.3125|1933955|51.01|41.59
923659.125|1933550|98.98|83.14
924005.3125|1933752|102.08|93.06
924002.375|1933444|52.49|41.29
924003.375|1933547|114.3|107.30
923856.8125|1933651|135.27|116.75
923855.3125|1933497|67.19|54.74
923805.8125|1933446|102.76|84.76
924052.5|1933547|57.1|40.32
924150.875|1933546|107.44|100.46
924007.625|1934009|75.37|63.01
924008.125|1934061|41.71|37.54
923958.375|1934010|85.28|70.65
923661|1933756|23.45|16.23
923758.375|1933652|99.41|82.60
923512.125|1933603|86.42|68.91
924105.875|1934008|130.99|111.55
924350.875|1933903|75.4|76.08
923711.1875|1933858|53.33|40.94
923562.1875|1933705|43.09|30.84
924200.125|1933545|114.23|99.76
923760.8125|1933909|43.11|31.89
923905|1933548|119.38|102.92
923660.625|1933704|115.22|100.56
923908.8125|1933959|50.47|37.80
924004.8125|1933701|120.13|102.67
924154.1875|1933905|66.65|48.21
924154.625|1933956|188.26|169.25
923806.1875|1933497|68.24|52.38
923904.125|1933445|43.54|33.08
924398.125|1933698|143.12|128.21
924057.1875|1934060|69.28|58.26
923858.625|1933856|20.52|13.48
924349.375|1933749|12.37|6.11
924055.3125|1933855|56.09|45.45
924001.875|1933393|92.86|76.25
923710.6875|1933806|76.05|61.57
923512.5|1933654|54|41.29
923462.375|1933552|38.57|27.75
924200.5|1933597|130.19|109.40
923857.1875|1933702|40.77|27.84
923906.375|1933702|150.48|132.79
923761.3125|1933960|8.57|2.49
924301.625|1933904|161.3|146.35
924102.1875|1933597|109.42|89.24
924100.3125|1933392|110.86|90.54
923904.625|1933497|89.78|71.54
923856.3125|1933600|105.53|87.83
924007.125|1933958|74.3|61.70
923708.8125|1933601|51.23|42.11
923956.5|1933804|68.89|57.89
923711.625|1933909|11.59|5.32
923907.8125|1933856|32.11|23.25
924153.6875|1933854|65.63|53.98
924251.625|1933801|73.62|61.43
924202.375|1933802|70.29|58.31
924843|1933950|28.46|21.52
924449.625|1933954|197.68|185.34
924695.125|1933900|12.98|6.68
924498.3125|1933902|188.89|180.90
924355.125|1934366|31.32|23.24
924548.375|1934004|71.26|56.87
924545.1875|1933645|59.58|49.71
924547.5|1933902|111.6|98.13
924399.875|1933903|265.52|259.31
924645.375|1933849|119.5|105.89
924303|1934058|44.37|35.38
924892.1875|1933950|41.38|32.57
924451.5|1934159|44.06|35.42
924356.875|1934571|4.99|-0.83
924697.8125|1934208|7|1.20
924795.3125|1934105|7.7|1.84
924599.125|1934158|7.33|1.48
924400.875|1934006|105.39|98.38
924499.6875|1934056|89.91|77.13
924303.5|1934109|93.13|82.49
924450.625|1934057|97.36|84.30
924595.3125|1933747|115.69|106.91
924644.875|1933798|157.1|156.43
924452.375|1934262|47.02|36.21
923959.3125|1934112|40.61|29.83
924009.375|1934215|2.25|-3.14
924402.3125|1934160|111.51|96.42
924257.625|1934469|21.06|12.47
924306.8125|1934469|3.17|-2.29
924545.625|1933696|16.96|10.35
924546.125|1933748|96.28|82.86
924496.875|1933748|13.46|7.09
924548|1933953|170.17|156.46
924257.1875|1934418|31.66|29.78
924449.1875|1933902|242.12|252.10
924500.1875|1934107|31.34|23.25
924401.8125|1934108|89.03|78.45
924058.625|1934214|13.73|7.29
924551.6875|1934364|8.55|2.86
924893.125|1934053|11.27|5.42
924447.8125|1933748|118.42|107.90
924356.375|1934520|1.57|-3.77
924942.3125|1934052|40.05|32.69
924644.375|1933747|318.85|323.12
924743.3125|1933797|391.95|426.75
924644|1933695|376.54|427.17
924501.125|1934210|76.21|64.48
924399.125|1933800|104.22|93.44
924207.5|1934367|61.81|52.09
924597.1875|1933952|37.64|29.08
924792.875|1933848|139.97|126.23
924598.125|1934055|120.31|107.81
924793.375|1933899|71.55|58.67
924107.8125|1934214|51.88|41.93
924352.3125|1934057|59.45|50.04
923860.5|1934062|18.5|11.64
924552.125|1934415|5.96|0.22
924645.875|1933901|12.76|6.48
924596.3125|1933850|202.84|190.78
924696|1934003|98.26|85.57
924548.875|1934056|79.47|70.48
924743.6875|1933848|71.95|64.09
924646.8125|1934003|86.22|86.19
924009|1934163|27.54|19.86
924108.3125|1934265|14.69|8.03
924448.3125|1933800|44.59|35.58
924599.5|1934209|23.63|16.19
924698.3125|1934260|22.95|15.56
924352.6875|1934109|61.99|49.99
924594.875|1933696|385.88|382.51
924058.125|1934163|44.08|32.25
924694.125|1933797|87.05|73.18
924598.625|1934107|43.7|33.22
924547.125|1933850|69.91|57.17
923909.3125|1934010|21.64|14.53
923910.1875|1934113|18.29|11.45
923958.8125|1934061|4.73|-0.88
924108.6875|1934316|126.74|117.30
924307.3125|1934520|0.99|-4.29
924450.125|1934005|355.68|364.29
924499.3125|1934005|261.27|261.37
924693.6875|1933746|274.66|272.44
924648.625|1934209|23.67|16.21
924451.875|1934211|73.75|63.58
