925422.875|1932815|104.73370882802442
924465.3125|1930255|98.90085399461526
925472.1875|1932815|141.52042263541344
924276.5|1931130|154.5845216629233
927336.875|1932336|58.098041764241074
922899.8125|1931194|58.20991216580677
924431.125|1931899|69.4170006543481
925810.375|1932144|69.13637052170861
924116.875|1929796|92.63369272866146
926249.375|1931729|88.40714763257162
923246.375|1931448|128.84269369824332
922921.625|1933557|72.04839655499491
924399.125|1933800|70.64412038210841
922611.6875|1931967|154.5846253684231
922898.3125|1931040|129.88167029822142
924527.125|1931642|60.99941358250308
924549.375|1934107|137.71196626179548
925260.6875|1931173|126.67194847725389
923481|1930213|87.73439480451486
925255.1875|1930556|54.61480488484231
922877.125|1934071|154.2708613285953
925086.625|1933691|61.30265685188357
924097|1933032|154.68800755108364
923239.8125|1930729|144.31594469015184
923804.8125|1933343|79.4758866315907
922808.5|1931966|153.1482858951257
925857.375|1931887|154.65344311803034
924890.8125|1933796|64.98606269370484
925062.125|1930969|153.3842769104218
921122.875|1935782|152.52203278308534
923559.375|1933397|152.8584778257533
924365.625|1930102|63.6696449052063
925421.125|1932610|134.27605664542537
924189.3125|1932364|54.31078268040261
924789.6875|1933488|154.29019935414755
926297.3125|1931574|154.64525038354557
923612.3125|1933807|150.49466346574084
926154.3125|1932089|59.8783708553174
923277.625|1934838|154.5216517287462
923017.125|1933248|153.69250795681873
924721.5|1931383|84.36445408666903
925957.125|1932040|71.78341680234101
926061.375|1932707|88.44423454939965
923838|1931596|101.08268350343701
922874.3125|1933763|80.62626123933208
923511.625|1933551|88.21395953723999
925360.875|1931377|64.69313278377206
924131.3125|1931388|153.2392234178094
924916.375|1931176|57.238166850050945
922687.625|1934843|69.56962007320377
926244.875|1931215|60.15261242415259
923900.3125|1933034|86.9472090577446
924675.625|1931743|68.5364311551634
925135.8125|1933691|66.12807528298384
923901.8125|1933188|93.97485800459188
925016.6875|1931380|82.14469581637377
923667.625|1934475|67.59671139406673
923729.3125|1930467|141.7311705119918
925274.875|1932765|80.2497797734151
925473.625|1932969|91.84176093019416
925192.3125|1929016|54.570764361744125
925801.3125|1931116|75.45833709414866
923809.5|1933857|81.40057225331748
924536.375|1932669|85.13147216388859
924104.5|1933854|149.7752096109916
924914.125|1930919|79.4804130716411
924297.8125|1928048|148.02727171271528
924256.3125|1934315|104.93242076630165
925152.1875|1930044|67.73928052992639
925163.6875|1931328|64.9491023585898
922680.875|1934124|56.18244486201576
925394.125|1929579|80.54618229251052
925958.875|1932245|154.62243517358803
925403.3125|1930606|116.6121611772115
926834.3125|1931107|154.72840389342022
923434.6875|1930521|154.7138668224767
924287.1875|1932312|126.84361768137558
926492.1875|1931367|154.74239803557066
923932.625|1931185|154.5925618893201
923440.8125|1931189|142.61646166157948
921898.875|1934645|154.5922629734677
926244|1931113|154.67852154801307
926300|1931883|154.7380180032847
923018.875|1933453|154.68192552853614
923118.6875|1933606|153.92382612429998
925307.625|1930916|130.11673406434278
924232|1931644|154.32039595556193
926386.125|1930495|154.59764955913417
924840.1875|1933642|116.44729383381244
926254.875|1932345|134.5448002976899
921228.625|1936552|154.59053658191212
924257.625|1934469|126.7171152725816
924597.1875|1933952|72.73559647422331
926504.875|1932805|129.39840876944436
926989.5|1931979|152.7338299153088
923998.1875|1932982|104.73090877952963
924938.625|1933641|95.75950154947637
923768.8125|1934782|129.85513389091787
923017.5|1933299|101.98705951515092
924079.3125|1931081|70.41054814508723
922673|1927960|75.9036317344302
924444.125|1933337|108.38899827875096
923196.3125|1931346|109.702587042218
924027.3125|1930773|112.02866480094775
